,endTime,artistName,trackName,msPlayed
0,2021-10-02 20:31,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),182629
1,2021-10-03 07:33,Mr.Kitty,After Dark,116403
2,2021-10-03 07:33,Khalid,Better,1493
3,2021-10-03 07:37,Khalid,Better,228583
4,2021-10-03 07:41,Khalid,Better,229275
5,2021-10-03 07:44,Khalid,Better,194119
6,2021-10-03 07:48,Taylor Swift,Wildest Dreams (Taylor's Version),220390
7,2021-10-03 07:51,Taylor Swift,Wildest Dreams (Taylor's Version),220390
8,2021-10-03 07:55,Taylor Swift,Wildest Dreams (Taylor's Version),220390
9,2021-10-03 08:22,CKay,love nwantiti (ah ah ah),2560
10,2021-10-03 08:22,Taylor Swift,Wildest Dreams (Taylor's Version),112723
11,2021-10-03 08:25,CKay,love nwantiti (ah ah ah),143815
12,2021-10-03 08:28,Kehlani,Altar,222765
13,2021-10-03 08:32,Rihanna,Sex With Me,206360
14,2021-10-03 08:34,CKay,love nwantiti (ah ah ah),145776
15,2021-10-03 08:38,Kehlani,Altar,243062
16,2021-10-03 08:41,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),182629
17,2021-10-03 08:46,Mr.Kitty,After Dark,257121
18,2021-10-03 08:49,NEL,In Case You Change Your Mind,208937
19,2021-10-03 08:52,Skrillex,Don’t Go (with Justin Bieber & Don Toliver),168221
20,2021-10-03 08:56,WizKid,Essence (feat. Justin Bieber & Tems),263243
21,2021-10-03 09:01,Billie Eilish,Happier Than Ever,298874
22,2021-10-03 09:05,Billie Eilish,NDA,195773
23,2021-10-03 09:53,CKay,love nwantiti (ah ah ah),1813
24,2021-10-03 09:53,Normani,Wild Side (feat. Cardi B),160576
25,2021-10-03 09:53,Rihanna,Sex With Me,576
26,2021-10-03 09:55,CKay,love nwantiti (ah ah ah),144462
27,2021-10-03 11:05,CKay,love nwantiti (ah ah ah),1770
28,2021-10-03 11:05,Rihanna,Sex With Me,143301
29,2021-10-03 11:07,CKay,love nwantiti (ah ah ah),144728
30,2021-10-03 11:11,Kehlani,Altar,243062
31,2021-10-03 11:14,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),182629
32,2021-10-03 11:19,Mr.Kitty,After Dark,257121
33,2021-10-03 11:22,NEL,In Case You Change Your Mind,208937
34,2021-10-03 11:56,Skrillex,Don’t Go (with Justin Bieber & Don Toliver),117260
35,2021-10-03 14:16,Skrillex,Don’t Go (with Justin Bieber & Don Toliver),2986
36,2021-10-03 14:16,CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,4010
37,2021-10-03 14:17,CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,22069
38,2021-10-03 14:19,CKay,love nwantiti (ah ah ah),145776
39,2021-10-03 14:23,Kehlani,Altar,243062
40,2021-10-03 14:26,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),182629
41,2021-10-03 14:30,Mr.Kitty,After Dark,220596
42,2021-10-03 14:31,Mr.Kitty,After Dark,37540
43,2021-10-03 14:33,NEL,In Case You Change Your Mind,138539
44,2021-10-03 14:36,Skrillex,Don’t Go (with Justin Bieber & Don Toliver),168253
45,2021-10-03 17:04,WizKid,Essence (feat. Justin Bieber & Tems),49776
46,2021-10-03 17:06,CKay,love nwantiti (ah ah ah),145800
47,2021-10-03 17:10,Kehlani,Altar,243090
48,2021-10-03 17:14,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),182653
49,2021-10-03 17:18,Mr.Kitty,After Dark,257147
50,2021-10-03 17:20,NEL,In Case You Change Your Mind,99168
51,2021-10-03 17:22,CKay,love nwantiti (ah ah ah),145800
52,2021-10-03 17:26,Kehlani,Altar,243090
53,2021-10-03 17:27,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),89549
54,2021-10-03 17:28,CKay,love nwantiti (ah ah ah),430
55,2021-10-03 17:31,Rihanna,Sex With Me,206400
56,2021-10-03 18:51,CKay,love nwantiti (ah ah ah),2069
57,2021-10-03 18:51,CKay,love nwantiti (ah ah ah),48684
58,2021-10-03 18:53,CKay,love nwantiti (ah ah ah),144222
59,2021-10-03 18:53,Kehlani,Altar,1672
60,2021-10-03 18:58,CKay,love nwantiti (ah ah ah),254786
61,2021-10-03 18:58,Kehlani,Altar,9487
62,2021-10-03 19:01,CKay,love nwantiti (ah ah ah),145776
63,2021-10-03 19:05,Kehlani,Altar,243062
64,2021-10-03 20:07,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),4350
65,2021-10-03 20:39,Drake,Can I,2453
66,2021-10-03 20:42,Drake,Can I,187419
67,2021-10-03 20:45,Drake,Can I,189249
68,2021-10-04 06:14,Drake,Can I,36948
69,2021-10-04 06:17,Drake,Can I,189449
70,2021-10-04 06:19,Drake,Can I,168579
71,2021-10-04 06:19,Rihanna,Sex With Me,0
72,2021-10-04 06:22,Patrice Rushen,Forget Me Nots - Single Version,6859
73,2021-10-04 06:22,CKay,love nwantiti (ah ah ah),145776
74,2021-10-04 06:22,Kehlani,Altar,27061
75,2021-10-04 06:23,David Guetta,Memories (feat. Kid Cudi) - 2021 Remix,828
76,2021-10-04 06:23,Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,577
77,2021-10-04 06:23,MAZLIK,We Unite,4370
78,2021-10-04 06:23,The Kid LAROI,STAY (with Justin Bieber),0
79,2021-10-04 06:23,Aaron Smith,Dancin (feat. Luvli) - Krono Remix,1052
80,2021-10-04 06:23,L.Dre,Steven Universe,1579
81,2021-10-04 06:23,Just Mike,Get out My Head,1373
82,2021-10-04 06:23,"Earth, Wind & Fire",Let's Groove,2231
83,2021-10-04 06:23,Crystal Rock,Broken Glass,1695
84,2021-10-04 06:23,Ava Max,Kings & Queens,6667
85,2021-10-04 06:26,SAINt JHN,Roses - Imanbek Remix,176795
86,2021-10-04 06:27,Topic,Breaking Me,1579
87,2021-10-04 06:27,AURORA,Runaway,29515
88,2021-10-04 06:27,Mitski,Nobody,2578
89,2021-10-04 06:27,Freischwimmer,Helium,1272
90,2021-10-04 06:27,Jack Star,La La La,709
91,2021-10-04 06:27,Axel Black & White,Somebody To Love,23110
92,2021-10-04 06:27,Axel Black & White,Somebody To Love,5433
93,2021-10-04 06:27,Glass Animals,Heat Waves,955
94,2021-10-04 06:27,Glass Animals,Heat Waves,471
95,2021-10-04 06:27,Gym Class Heroes,Cupid's Chokehold / Breakfast in America,0
96,2021-10-04 06:27,Cardi B,Up,0
97,2021-10-04 06:27,Cardi B,Up,358
98,2021-10-04 06:27,Taylor Swift,Wildest Dreams (Taylor's Version),0
99,2021-10-04 06:28,David Guetta,If You Really Love Me (How Will I Know),1939
100,2021-10-04 06:28,Superfruit,GUY.exe,0
101,2021-10-04 06:28,"Grover Washington, Jr.",Just the Two of Us (feat. Bill Withers),484
102,2021-10-04 06:28,lityway,Für dich (feat. ille & MABU),0
103,2021-10-04 06:28,KALUMA,Bleeding Love,5382
104,2021-10-04 06:28,Hippie Sabotage,Devil Eyes,579
105,2021-10-04 06:28,MAZLIK,Sacrifice,1569
106,2021-10-04 06:28,The Weeknd,Take My Breath,0
107,2021-10-04 06:28,Crystal Rock,Afterglow,940
108,2021-10-04 06:28,Crystal Rock,Better Days,5458
109,2021-10-04 06:28,Crystal Rock,Good 4 U,405
110,2021-10-04 06:28,Oliver Tree,Life Goes On,2018
111,2021-10-04 06:28,Olivia Rodrigo,good 4 u,0
112,2021-10-04 06:28,Crystal Rock,Hypnotized,2555
113,2021-10-04 06:37,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),0
114,2021-10-04 06:37,David Guetta,Memories (feat. Kid Cudi) - 2021 Remix,0
115,2021-10-04 06:37,Khalid,Better,0
116,2021-10-04 06:37,Khalid,Better,2794
117,2021-10-04 06:37,Khalid,Better,293540
118,2021-10-04 06:37,Just Mike,Get out My Head,1332
119,2021-10-04 06:37,Missy Elliott,Get Ur Freak On,1181
120,2021-10-04 06:37,bbno$,edamame (feat. Rich Brian),1638
121,2021-10-04 06:37,Tom Odell,Another Love,0
122,2021-10-04 06:38,01099,Frisch,0
123,2021-10-04 06:38,Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,0
124,2021-10-04 06:38,Indila,Dernière danse,0
125,2021-10-04 06:38,Jack Star,La La La,0
126,2021-10-04 06:40,Kungs,Never Going Home,169913
127,2021-10-04 06:42,Topic,Breaking Me,80574
128,2021-10-04 06:42,Bella Poarch,Build a Bitch,828
129,2021-10-04 06:43,Yung Bae,Bad Boy,0
130,2021-10-04 06:43,Lil Nas X,THATS WHAT I WANT,0
131,2021-10-04 06:43,Felix Schorn,Don't Worry,1544
132,2021-10-04 06:43,Ajay Adam,Ich hab garnichts gemacht - Remix,0
133,2021-10-04 06:43,Masked Wolf,Astronaut In The Ocean,0
134,2021-10-04 06:43,MKTO,Classic,2827
135,2021-10-04 06:43,Clean Bandit,Higher (feat. iann dior),81125
136,2021-10-04 06:43,KALUMA,Sidewalk,0
137,2021-10-04 06:47,KALUMA,When the Beat Drops Out,1858
138,2021-10-04 06:47,Navos,Believe Me,188234
139,2021-10-04 06:47,Kreepa,Oh No,46168
140,2021-10-04 06:48,Pitbull,Time of Our Lives,2711
141,2021-10-04 06:48,Steve Kroeger,Too Late,21175
142,2021-10-04 06:48,Tez Cadey,Seve - Radio Edit,2578
143,2021-10-04 06:48,Crystal Rock,Mood,1003
144,2021-10-04 06:48,Dirty Heads,Vacation,577
145,2021-10-04 06:48,PaulWetz,Hypnotize Me,2103
146,2021-10-04 06:50,Axel Black & White,Somebody To Love,141141
147,2021-10-04 06:53,Surfaces,Sheesh!,148809
148,2021-10-04 06:56,AURORA,Runaway,195705
149,2021-10-04 06:56,Charming Horses,Bye Bye,359
150,2021-10-04 06:56,"Earth, Wind & Fire",Let's Groove,2577
151,2021-10-04 06:56,Bad Bunny,DÁKITI,2209
152,2021-10-04 06:57,Doja Cat,You Right,0
153,2021-10-04 06:57,Patrice Rushen,Forget Me Nots - Single Version,1910
154,2021-10-04 06:57,BIGPP,Laxed (Siren Beat),1311
155,2021-10-04 06:57,Zwette,Go Solo (feat. Tom Rosenthal),41817
156,2021-10-04 06:59,Shouse,Love Tonight - David Guetta Remix Edit,81426
157,2021-10-04 06:59,Nathan Evans,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,1705
158,2021-10-04 07:00,Labrinth,Still Don't Know My Name,85722
159,2021-10-04 07:03,Dua Lipa,Blow Your Mind (Mwah),0
160,2021-10-04 07:03,Edith Whiskers,Home,1579
161,2021-10-04 07:03,BTS,Butter,0
162,2021-10-04 07:03,Shakira,Don't Wait Up,604
163,2021-10-04 07:03,Mata,Szafir,160468
164,2021-10-04 07:03,sangiovanni,malibu (with Trevor Daniel),1527
165,2021-10-04 07:07,Rick Astley,Never Gonna Give You Up,213532
166,2021-10-04 07:09,The Kid LAROI,STAY (with Justin Bieber),141770
167,2021-10-04 07:09,The Kid LAROI,STAY (with Justin Bieber),0
168,2021-10-04 07:09,Joel Corry,Head & Heart (feat. MNEK),3711
169,2021-10-04 07:10,Rick Astley,Never Gonna Give You Up,50197
170,2021-10-04 07:12,The Kid LAROI,STAY (with Justin Bieber),141770
171,2021-10-04 07:13,Joel Corry,Head & Heart (feat. MNEK),76259
172,2021-10-04 07:14,Crystal Waters,100% Pure Love,0
173,2021-10-04 07:14,Flo Rida,Low (feat. T-Pain),51610
174,2021-10-04 07:14,Eduardo Luzquiños,SoFtly / Killing Me Softly With His Song 2 - TikTok Remix,1190
175,2021-10-04 07:15,FEL!X,For My Own,0
176,2021-10-04 07:15,Freischwimmer,Helium,7694
177,2021-10-04 07:15,Paramore,Hard Times,20979
178,2021-10-04 07:15,Avicii,The Nights,0
179,2021-10-04 07:15,Ollie Crowe,Out of Luck,0
180,2021-10-04 07:15,Bruno Mars,Talking to the Moon,913
181,2021-10-04 07:15,Monaldin,Femme Like U (feat. Emma Peters),1047
182,2021-10-04 07:18,Drake,Can I,189249
183,2021-10-04 07:21,CKay,love nwantiti (ah ah ah),145776
184,2021-10-04 07:24,Rihanna,Sex With Me,206360
185,2021-10-04 07:27,Drake,Can I,189249
186,2021-10-04 07:30,CKay,love nwantiti (ah ah ah),145776
187,2021-10-04 07:33,Ed Marquis,Pon De Replay - 2020 Edit,7936
188,2021-10-04 07:33,Rihanna,Sex With Me,206360
189,2021-10-04 07:38,Drake,Fair Trade (with Travis Scott),291172
190,2021-10-04 07:39,Bo Burnham,Bezos I,17242
191,2021-10-04 07:46,Britney Spears,Toxic,199006
192,2021-10-04 07:47,Nerds At Raves,Lonely,35869
193,2021-10-04 07:47,Taylor Swift,Wildest Dreams (Taylor's Version),3221
194,2021-10-04 07:50,Taylor Swift,Wildest Dreams (Taylor's Version),217742
195,2021-10-04 07:53,The Kid LAROI,STAY (with Justin Bieber),141770
196,2021-10-04 07:54,Claire Rosinkranz,Backyard Boy,62989
197,2021-10-04 07:56,Soft Cell,Tainted Love,153772
198,2021-10-04 07:57,Crystal Rock,Stay,19744
199,2021-10-04 07:59,MAZLIK,Don't Know Why,136854
200,2021-10-04 08:59,Hippie Sabotage,Devil Eyes,52587
201,2021-10-04 08:59,The Kid LAROI,STAY (with Justin Bieber),3626
202,2021-10-04 09:01,The Kid LAROI,STAY (with Justin Bieber),138791
203,2021-10-04 09:02,G.R.L.,Ugly Heart,22845
204,2021-10-04 09:05,Måneskin,Beggin',211523
205,2021-10-04 09:08,Paramore,Hard Times,182658
206,2021-10-04 09:12,Steve Kroeger,Too Late,13324
207,2021-10-04 09:12,Eduardo Luzquiños,SoFtly / Killing Me Softly With His Song 2 - TikTok Remix,228781
208,2021-10-04 09:14,Drake,Way 2 Sexy (with Future & Young Thug),98210
209,2021-10-04 09:16,CKay,love nwantiti (feat. ElGrande Toto) - North African Remix,135434
210,2021-10-04 09:17,Paris Hilton,Stars Are Blind,15203
211,2021-10-04 09:21,Patrice Rushen,Forget Me Nots - Single Version,244838
212,2021-10-04 09:25,Pascal Letoublon,Friendships,241982
213,2021-10-04 10:03,Minelli,Rampampam,853
214,2021-10-04 10:03,Minelli,Rampampam,48535
215,2021-10-04 10:03,Glass Animals,Heat Waves,46
216,2021-10-04 10:03,Glass Animals,Heat Waves,1856
217,2021-10-04 10:07,Tyga,Taste (feat. Offset),232932
218,2021-10-04 10:11,Tyga,Taste (feat. Offset),232932
219,2021-10-04 10:15,Tyga,Taste (feat. Offset),232932
220,2021-10-04 10:19,Tyga,Taste (feat. Offset),232932
221,2021-10-04 10:21,CKay,love nwantiti (ah ah ah),145776
222,2021-10-04 10:24,Drake,Can I,189249
223,2021-10-04 10:28,Rihanna,Sex With Me,206360
224,2021-10-04 10:32,Tyga,Taste (feat. Offset),232932
225,2021-10-04 10:36,Tyga,Taste (feat. Offset),232932
226,2021-10-04 10:38,CKay,love nwantiti (ah ah ah),145776
227,2021-10-04 10:41,Drake,Can I,189249
228,2021-10-04 10:45,Tyga,Taste (feat. Offset),232932
229,2021-10-04 10:49,Tyga,Taste (feat. Offset),232932
230,2021-10-04 10:53,Tyga,Taste (feat. Offset),232932
231,2021-10-04 10:56,Tyga,Taste (feat. Offset),162471
232,2021-10-04 10:58,Drake,Can I,123506
233,2021-10-04 11:02,Tyga,Taste (feat. Offset),232932
234,2021-10-04 11:05,Tyga,Taste (feat. Offset),191490
235,2021-10-04 11:11,Drake,Can I,90
236,2021-10-04 11:14,Drake,Can I,189289
237,2021-10-04 11:20,Nelly Furtado,Try,3740
238,2021-10-04 11:20,Beyoncé,All Night,316320
239,2021-10-04 11:23,Miguel,Wolf (feat. Quin),209093
240,2021-10-04 11:24,Bryson Tiller,Let Me Explain,2440
241,2021-10-04 11:24,Lykke Li,better alone,46668
242,2021-10-04 11:26,CKay,love nwantiti (ah ah ah),145800
243,2021-10-04 11:27,Kanye West,Yikes,26850
244,2021-10-04 11:30,Natalia Przybysz,Przeze mnie,211810
245,2021-10-04 11:31,ZAYN,iT's YoU,30170
246,2021-10-04 11:31,Kina,Get You The Moon (feat. Snøw),19170
247,2021-10-04 11:56,Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,3490
248,2021-10-04 12:04,CKay,love nwantiti (ah ah ah),7400
249,2021-10-04 12:04,CKay,love nwantiti (ah ah ah),80
250,2021-10-04 12:04,Rihanna,Sex With Me,90
251,2021-10-04 12:08,Rihanna,Pour It Up,19335
252,2021-10-04 12:08,CKay,love nwantiti (ah ah ah),147544
253,2021-10-04 12:09,Kendrick Lamar,King Kunta,12160
254,2021-10-04 12:11,CKay,love nwantiti (ah ah ah),145800
255,2021-10-04 12:14,Black Coast,Trndsttr (feat. M. Maggie) - Lucian Remix,179658
256,2021-10-04 12:18,Sabrina Claudio,Messages From Her,43235
257,2021-10-04 12:18,Rihanna,Bitch Better Have My Money,219305
258,2021-10-04 12:31,Drake,Can I,189289
259,2021-10-04 12:32,Travis Scott,BUTTERFLY EFFECT,49250
260,2021-10-04 12:32,Cukierki,Idziemy,2170
261,2021-10-04 12:33,Drake,Sneakin’,3920
262,2021-10-04 12:33,The Cinematic Orchestra,To Build A Home,11390
263,2021-10-04 12:33,Harry Styles,Lights Up,56790
264,2021-10-04 12:33,Josefin Öhrn,Rushing Through My Mind - Mang Dynasty Extended Version,2190
265,2021-10-04 12:33,Disclosure,Nocturnal,3090
266,2021-10-04 12:33,The Neighbourhood,Afraid,2620
267,2021-10-04 12:34,BANKS,Trainwreck,31050
268,2021-10-04 12:36,CKay,love nwantiti (ah ah ah),145800
269,2021-10-04 12:37,NEL,In Case You Change Your Mind,22430
270,2021-10-04 12:39,Fugees,Ready or Not,159180
271,2021-10-04 12:39,Rihanna,Sex With Me,410
272,2021-10-04 12:42,CKay,love nwantiti (ah ah ah),159980
273,2021-10-04 12:47,Florence + The Machine,Delilah,293468
274,2021-10-04 12:47,Otsochodzi,SumieNIE,15571
275,2021-10-04 12:47,Rihanna,Sex With Me,450
276,2021-10-04 13:01,Drake,Can I,110740
277,2021-10-04 13:08,Justin Timberlake,Tunnel Vision,406606
278,2021-10-04 13:12,The Weeknd,A Lonely Night,58500
279,2021-10-04 13:12,Drake,Can I,189289
280,2021-10-04 13:13,DJDS,"No Pain (Feat. Khalid, Charlie Wilson & Charlotte Day Wilson)",65920
281,2021-10-04 13:15,CKay,love nwantiti (ah ah ah),145800
282,2021-10-04 13:21,Lamb,Wise Enough,101710
283,2021-10-04 13:28,CKay,love nwantiti (ah ah ah),235609
284,2021-10-04 13:30,Aaliyah,Hot Like Fire,6560
285,2021-10-04 13:30,Mýa,Case Of The Ex (Whatcha Gonna Do),98110
286,2021-10-04 13:31,Aaliyah,More Than A Woman,87030
287,2021-10-04 13:34,SAINt JHN,Roses - Imanbek Remix,176840
288,2021-10-04 13:35,Aaliyah,Extra Smooth,14050
289,2021-10-04 13:38,Crystal Waters,100% Pure Love,250
290,2021-10-04 13:38,KALUMA,When the Beat Drops Out,1790
291,2021-10-04 13:38,Aaliyah,Those Were The Days,18990
292,2021-10-04 13:38,Nelly Furtado,Say It Right,900
293,2021-10-04 13:38,SAINt JHN,Roses - Imanbek Remix,176840
294,2021-10-04 13:38,MKTO,Classic,2400
295,2021-10-04 13:38,MKTO,Classic,2020
296,2021-10-04 13:38,Olivia Rodrigo,good 4 u,760
297,2021-10-04 13:38,Eduardo Luzquiños,Red Red Wine - Remix,5090
298,2021-10-04 13:41,Kungs,Never Going Home,169944
299,2021-10-04 13:43,SEB,seaside_demo,122055
300,2021-10-04 13:44,United Idol,Ke Cap Gap Ba Gia,1500
301,2021-10-04 13:44,Duncan Laurence,Arcade,45420
302,2021-10-04 13:44,Hr. Troels,Stay,29550
303,2021-10-04 13:44,FEL!X,Meaning,10500
304,2021-10-04 13:45,Patrice Rushen,Forget Me Nots - Single Version,1440
305,2021-10-04 13:45,MAZLIK,Don't Know Why,2500
306,2021-10-04 13:45,David Guetta,Memories (feat. Kid Cudi) - 2021 Remix,1590
307,2021-10-04 13:45,Superfruit,GUY.exe,2810
308,2021-10-04 13:45,Diplo,On My Mind - Do You Dance? Edit,1130
309,2021-10-04 13:45,Lil Nas X,MONTERO (Call Me By Your Name),1800
310,2021-10-04 13:45,Sada Baby,Whole Lotta Choppas,810
311,2021-10-04 13:45,Eduardo Luzquiños,SoFtly / Killing Me Softly With His Song 2 - TikTok Remix,1450
312,2021-10-04 13:45,Crystal Rock,Love Story,3500
313,2021-10-04 13:45,Ryn Weaver,Pierre,1810
314,2021-10-04 15:45,SAINt JHN,Roses - Imanbek Remix,294450
315,2021-10-04 15:45,Crystal Rock,Unwritten,9610
316,2021-10-04 15:47,Paris Hilton,Stars Are Blind,12690
317,2021-10-04 15:47,CKay,love nwantiti (ah ah ah),145800
318,2021-10-04 15:48,MEDUZA,Piece Of Your Heart,1560
319,2021-10-04 15:48,Doja Cat,Streets,1850
320,2021-10-04 15:48,Shouse,Love Tonight - David Guetta Remix Edit,5630
321,2021-10-04 15:48,twocolors,Lovefool,1300
322,2021-10-04 15:48,Nelly Furtado,Say It Right,1250
323,2021-10-04 15:48,bbno$,i remember,1410
324,2021-10-04 15:48,Steve Kroeger,Too Late,5660
325,2021-10-04 15:48,Just Mike,Get out My Head,2820
326,2021-10-04 15:48,Masked Wolf,Astronaut In The Ocean,2000
327,2021-10-04 15:48,sangiovanni,malibu (with Trevor Daniel),2570
328,2021-10-04 15:49,Khalid,Better,90010
329,2021-10-04 15:55,Flo Rida,Low (feat. T-Pain),5992
330,2021-10-04 15:55,Khalid,Better,226417
331,2021-10-04 17:28,Katy Perry,Hot N Cold,4980
332,2021-10-04 17:32,FISHER,Losing It,248035
333,2021-10-04 17:36,FISHER,Losing It,248035
334,2021-10-04 17:44,FISHER,Losing It,248035
335,2021-10-04 17:50,FISHER,Losing It,248035
336,2021-10-04 17:55,FISHER,Losing It,248035
337,2021-10-04 17:59,FISHER,Losing It,248035
338,2021-10-04 18:12,FISHER,Losing It,100596
339,2021-10-04 18:14,CKay,love nwantiti (ah ah ah),145800
340,2021-10-04 18:15,Bastille,bad_news,73340
341,2021-10-04 18:19,Tyga,Taste (feat. Offset),232959
342,2021-10-04 18:22,SAINt JHN,Roses - Imanbek Remix,176840
343,2021-10-04 18:26,Tyga,Taste (feat. Offset),5191
344,2021-10-04 18:26,Tyga,Taste (feat. Offset),232959
345,2021-10-04 18:29,CKay,love nwantiti (ah ah ah),145800
346,2021-10-04 18:33,Otsochodzi,SumieNIE,287339
347,2021-10-04 18:36,Future,Where Ya At (feat. Drake),182490
348,2021-10-04 18:41,FISHER,Losing It,1700
349,2021-10-04 18:41,SAINt JHN,Roses - Imanbek Remix,85010
350,2021-10-04 18:44,CKay,love nwantiti (ah ah ah),145800
351,2021-10-04 18:45,Fismoll,Let's Play Birds,63590
352,2021-10-04 18:48,Maggie Rogers,Alaska,188000
353,2021-10-04 18:51,Ariana Grande,R.E.M,172610
354,2021-10-04 18:51,Krzysztof Zalewski,Polsko,1240
355,2021-10-04 18:51,Mary Komasa,Lost Me,480
356,2021-10-04 18:53,CKay,love nwantiti (ah ah ah),145800
357,2021-10-04 18:56,Kanye West,Hurricane,153600
358,2021-10-04 18:59,Justin Bieber,Friends (with BloodPop®),189466
359,2021-10-04 19:01,Royal Blood,Loose Change,107143
360,2021-10-04 19:05,Salaam Remi,Come Through And Chill (feat. Miguel),240160
361,2021-10-04 19:05,Zedd,Stay,1580
362,2021-10-04 19:06,ZAYN,Still Got Time (feat. PARTYNEXTDOOR),1990
363,2021-10-04 19:06,The Weeknd,The Morning - Original,860
364,2021-10-04 19:06,LemON,Spójrz,800
365,2021-10-04 19:06,The Weeknd,Six Feet Under,1050
366,2021-10-04 19:06,Nicky Jam,X,45600
367,2021-10-04 19:06,WizKid,Essence (feat. Justin Bieber & Tems),780
368,2021-10-04 19:06,Sonder,Too Fast,2540
369,2021-10-04 19:09,James Bay,Peer Pressure,176826
370,2021-10-04 19:13,Khalid,Better,229320
371,2021-10-04 19:16,Rihanna,Needed Me,191600
372,2021-10-04 19:23,Michael Kiwanuka,Love & Hate,427093
373,2021-10-04 19:25,Calvin Harris,Pray to God (feat. HAIM),133380
374,2021-10-04 19:25,LIE NING,tonight,2380
375,2021-10-04 19:28,OneRepublic,Wherever I Go,169773
376,2021-10-04 19:30,Sabrina Claudio,Did We Lose Our Minds,106026
377,2021-10-04 19:33,Justine Skye,I'm Yours,175584
378,2021-10-04 19:36,PARTYNEXTDOOR,BELIEVE IT,183219
379,2021-10-04 19:41,Billie Eilish,WHEN I WAS OLDER - Music Inspired By The Film ROMA,270519
380,2021-10-04 19:44,Sigala,Easy Love,1045
381,2021-10-04 19:44,The Neighbourhood,Leaving Tonight,4021
382,2021-10-04 19:44,The Neighbourhood,Leaving Tonight,2837
383,2021-10-04 19:44,The Neighbourhood,Leaving Tonight,896
384,2021-10-04 19:44,Major Lazer,Powerful (feat. Ellie Goulding & Tarrus Riley),19972
385,2021-10-04 19:48,Khalid,Better,229275
386,2021-10-04 19:52,Kanye West,Hurricane,238139
387,2021-10-04 19:55,SAINt JHN,Roses - Imanbek Remix,176795
388,2021-10-04 19:59,Tyga,Taste (feat. Offset),232932
389,2021-10-04 20:03,FISHER,Losing It,247999
390,2021-10-04 20:06,Drake,Can I,189249
391,2021-10-04 20:10,Rihanna,Sex With Me,206360
392,2021-10-04 20:12,CKay,love nwantiti (ah ah ah),145776
393,2021-10-04 20:16,Kehlani,Altar,243062
394,2021-10-04 20:19,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),182629
395,2021-10-04 20:23,Mr.Kitty,After Dark,257121
396,2021-10-04 20:27,NEL,In Case You Change Your Mind,208937
397,2021-10-04 20:30,Skrillex,Don’t Go (with Justin Bieber & Don Toliver),168221
398,2021-10-04 20:34,WizKid,Essence (feat. Justin Bieber & Tems),263243
399,2021-10-04 20:39,Billie Eilish,Happier Than Ever,298874
400,2021-10-04 20:42,Billie Eilish,NDA,195773
401,2021-10-04 20:46,Normani,Wild Side (feat. Cardi B),209433
402,2021-10-04 20:49,Doja Cat,You Right,186132
403,2021-10-04 20:51,FINNEAS,A Concert Six Months From Now,124107
404,2021-10-04 20:55,Khalid,Better,229275
405,2021-10-05 03:39,Kanye West,Hurricane,8316
406,2021-10-05 03:42,CKay,love nwantiti (ah ah ah),145800
407,2021-10-05 03:46,Kehlani,Altar,243090
408,2021-10-05 03:49,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),182653
409,2021-10-05 03:49,NEL,In Case You Change Your Mind,1621
410,2021-10-05 03:49,Mr.Kitty,After Dark,38283
411,2021-10-05 03:50,Skrillex,Don’t Go (with Justin Bieber & Don Toliver),1920
412,2021-10-05 03:50,Billie Eilish,Happier Than Ever,16042
413,2021-10-05 03:50,WizKid,Essence (feat. Justin Bieber & Tems),1770
414,2021-10-05 03:53,Ariana Grande,better off,171333
415,2021-10-05 04:12,Alessia Cara,Out Of Love,1485
416,2021-10-05 04:12,Camila Cabello,This Love,0
417,2021-10-05 04:12,Ariana Grande,in my head,117489
418,2021-10-05 04:12,Ariana Grande,in my head,1915
419,2021-10-05 04:16,Selena Gomez,Lose You To Love Me,0
420,2021-10-05 04:16,Alina Baraz,To Me,26774
421,2021-10-05 04:16,Kehlani,Toxic,0
422,2021-10-05 04:16,Sabrina Claudio,Truth Is,577
423,2021-10-05 04:16,Sabrina Claudio,Problem With You,0
424,2021-10-05 04:16,Billie Eilish,Bored,0
425,2021-10-05 04:16,Ariana Grande,safety net (feat. Ty Dolla $ign),208429
426,2021-10-05 04:17,Kate Nash,Nicest Thing,1452
427,2021-10-05 04:17,Hailee Steinfeld,Wrong Direction,0
428,2021-10-05 04:17,Lana Del Rey,Love song,0
429,2021-10-05 04:17,SZA,20 Something,0
